screen_id,state_str,structure_str,vh_json_id,vh_xml_id
com.amazon.mShop.android.shopping/states/screen_11.jpg,cf1ede,9f80bb,com.amazon.mShop.android.shopping/states/state_11.json,com.amazon.mShop.android.shopping/states/window_dump_11.xml
com.amazon.mShop.android.shopping/states/screen_2.jpg,cf1ede/e199e6,9f80bb/a90857,com.amazon.mShop.android.shopping/states/state_2.json,com.amazon.mShop.android.shopping/states/window_dump_2.xml
com.amazon.mShop.android.shopping/states/screen_19.jpg,cf1ede/4d6552,9f80bb/1bcc36,com.amazon.mShop.android.shopping/states/state_19.json,com.amazon.mShop.android.shopping/states/window_dump_19.xml
com.amazon.mShop.android.shopping/states/screen_12.jpg,cf1ede/c73bdc,9f80bb/5263d4,com.amazon.mShop.android.shopping/states/state_12.json,com.amazon.mShop.android.shopping/states/window_dump_12.xml
com.amazon.mShop.android.shopping/states/screen_21.jpg,cf1ede/a63ea2,9f80bb/5263d4,com.amazon.mShop.android.shopping/states/state_21.json,com.amazon.mShop.android.shopping/states/window_dump_21.xml
com.amazon.mShop.android.shopping/states/screen_17.jpg,cf1ede/cc29eb,9f80bb/4cb183,com.amazon.mShop.android.shopping/states/state_17.json,com.amazon.mShop.android.shopping/states/window_dump_17.xml
com.amazon.mShop.android.shopping/states/screen_10.jpg,cf1ede/f00db7,9f80bb/cbad29,com.amazon.mShop.android.shopping/states/state_10.json,com.amazon.mShop.android.shopping/states/window_dump_10.xml
com.amazon.mShop.android.shopping/states/screen_7.jpg,cf1ede/c7637a,9f80bb/939a8c,com.amazon.mShop.android.shopping/states/state_7.json,com.amazon.mShop.android.shopping/states/window_dump_7.xml
com.amazon.mShop.android.shopping/states/screen_6.jpg,cf1ede/d5fbe7,9f80bb/a9f023,com.amazon.mShop.android.shopping/states/state_6.json,com.amazon.mShop.android.shopping/states/window_dump_6.xml
com.amazon.mShop.android.shopping/states/screen_22.jpg,cf1ede/80d0a2,9f80bb/a9f023,com.amazon.mShop.android.shopping/states/state_22.json,com.amazon.mShop.android.shopping/states/window_dump_22.xml
com.amazon.mShop.android.shopping/states/screen_3.jpg,cf1ede/cf1ede,9f80bb/9f80bb,com.amazon.mShop.android.shopping/states/state_3.json,com.amazon.mShop.android.shopping/states/window_dump_3.xml
com.amazon.mShop.android.shopping/states/screen_23.jpg,cf1ede/da867f,9f80bb/602b06,com.amazon.mShop.android.shopping/states/state_23.json,com.amazon.mShop.android.shopping/states/window_dump_23.xml
com.amazon.mShop.android.shopping/states/screen_8.jpg,cf1ede/bcb400,9f80bb/7105fe,com.amazon.mShop.android.shopping/states/state_8.json,com.amazon.mShop.android.shopping/states/window_dump_8.xml
com.amazon.mShop.android.shopping/states/screen_1.jpg,cf1ede/bf9926,9f80bb/3cc25b,com.amazon.mShop.android.shopping/states/state_1.json,com.amazon.mShop.android.shopping/states/window_dump_1.xml
com.amazon.mShop.android.shopping/states/screen_18.jpg,cf1ede/ba0b84,9f80bb/b64f15,com.amazon.mShop.android.shopping/states/state_18.json,com.amazon.mShop.android.shopping/states/window_dump_18.xml
com.amazon.mShop.android.shopping/states/screen_14.jpg,cf1ede/234731,9f80bb/b648be,com.amazon.mShop.android.shopping/states/state_14.json,com.amazon.mShop.android.shopping/states/window_dump_14.xml
com.amazon.mShop.android.shopping/states/screen_16.jpg,cf1ede/0b5060,9f80bb/80e109,com.amazon.mShop.android.shopping/states/state_16.json,com.amazon.mShop.android.shopping/states/window_dump_16.xml
com.amazon.mShop.android.shopping/states/screen_4.jpg,cf1ede/8d5152,9f80bb/b7ef3c,com.amazon.mShop.android.shopping/states/state_4.json,com.amazon.mShop.android.shopping/states/window_dump_4.xml
com.amazon.mShop.android.shopping/states/screen_5.jpg,cf1ede/2aa8d3,9f80bb/082913,com.amazon.mShop.android.shopping/states/state_5.json,com.amazon.mShop.android.shopping/states/window_dump_5.xml
com.amazon.mShop.android.shopping/states/screen_20.jpg,cf1ede/fd712a,9f80bb/a4bc20,com.amazon.mShop.android.shopping/states/state_20.json,com.amazon.mShop.android.shopping/states/window_dump_20.xml
com.amazon.mShop.android.shopping/states/screen_13.jpg,cf1ede/1ed071,9f80bb/5b8bff,com.amazon.mShop.android.shopping/states/state_13.json,com.amazon.mShop.android.shopping/states/window_dump_13.xml
com.amazon.mShop.android.shopping/states/screen_15.jpg,cf1ede/6d7e0b,9f80bb/435603,com.amazon.mShop.android.shopping/states/state_15.json,com.amazon.mShop.android.shopping/states/window_dump_15.xml
com.amazon.mShop.android.shopping/states/screen_9.jpg,cf1ede/ec6b9e,9f80bb/7f16d9,com.amazon.mShop.android.shopping/states/state_9.json,com.amazon.mShop.android.shopping/states/window_dump_9.xml
